Local time: +3:00 UTC
ProcessId: 16220
(7124) 02:02:13.480  d: System runned under native Windows
(7124) 02:02:13.481  m: Starting in normal mode
(7124) 02:02:13.481  m: Executing "default.cfg"
(7124) 02:02:13.481  m: setvar app_always_active = "0"
(7124) 02:02:13.481  m: setvar bloomEnable = "1"
(7124) 02:02:13.481  m: setvar gfx_fullscreen = "1"
(7124) 02:02:13.481  m: setvar gfx_refreshrate = "0"
(7124) 02:02:13.481  d: Could not parse screen resolution settings, using defaults
(7124) 02:02:13.484  m: setvar gfx_resolution = "1920x1080"
(7124) 02:02:13.484  m: setvar gfx_vsync = "1"
(7124) 02:02:13.484  m: setvar grass_fade_distance = "100"
(7124) 02:02:13.484  m: setvar language = "ru-RU"
(7124) 02:02:13.484  m: setvar pfx_enable = "1"
(7124) 02:02:13.484  m: setvar pfx_sharp_enable = "1"
(7124) 02:02:13.484  m: setvar shadows = "1"
(7124) 02:02:13.484  m: setvar shadow_terrain = "1"
(7124) 02:02:13.484  m: setvar shadowPCF4_enable = "1"
(7124) 02:02:13.484  m: setvar waterrefl = "1"
(7124) 02:02:13.484  m: Executing "user.cfg"
(7124) 02:02:13.484  m: setvar app_always_active = "0"
(7124) 02:02:13.484  m: setvar bloomEnable = "1"
(7124) 02:02:13.484  m: setvar camera_link_to_hero = "-1"
(7124) 02:02:13.484  m: setvar camera_pitch = "53.1567"
(7124) 02:02:13.484  m: setvar camera_rod = "55.0846"
(7124) 02:02:13.484  m: setvar casual_control_style = "1"
(7124) 02:02:13.485  m: setvar common_graphics_quality = "1"
(7124) 02:02:13.485  m: setvar common_volume = "1"
(7124) 02:02:13.485  m: setvar console_limit = "100"
(7124) 02:02:13.485  m: setvar console_opacity = "0.4"
(7124) 02:02:13.485  m: setvar console_peep = "0"
(7124) 02:02:13.485  m: setvar console_size = "0.5"
(7124) 02:02:13.485  m: setvar console_sweep_time = "0.25"
(7124) 02:02:13.485  m: setvar current_pet = "-1"
(7124) 02:02:13.485  m: setvar enableRESZ = "0"
(7124) 02:02:13.485  m: setvar enable_cursor_clip = "1"
(7124) 02:02:13.485  m: setvar enable_replay = "1"
(7124) 02:02:13.485  m: setvar gfx_fullscreen = "1"
(7124) 02:02:13.485  m: setvar gfx_refreshrate = "0"
(7124) 02:02:13.485  m: setvar gfx_resolution = "1920x1080"
(7124) 02:02:13.485  m: setvar gfx_scale3D = "1"
(7124) 02:02:13.485  m: setvar gfx_skip_mip_levels = "0"
(7124) 02:02:13.485  m: setvar gfx_vsync = "1"
(7124) 02:02:13.485  m: setvar grass_fade_distance = "100"
(7124) 02:02:13.485  m: setvar grass_fade_length = "100"
(7124) 02:02:13.485  m: setvar last_map = ""
(7124) 02:02:13.485  m: setvar lock_actionbar = "0"
(7124) 02:02:13.485  m: setvar lock_camera = "0"
(7124) 02:02:13.485  m: setvar minimap_rotate = "0"
(7124) 02:02:13.485  m: setvar music_volume = "0"
(7124) 02:02:13.485  m: setvar pfx_enable = "1"
(7124) 02:02:13.485  m: setvar pfx_read_enable = "1"
(7124) 02:02:13.485  m: setvar pfx_sharp_enable = "1"
(7124) 02:02:13.485  m: setvar register_replay_extention = "1"
(7124) 02:02:13.485  m: setvar rndr_disableTriLinear = "0"
(7124) 02:02:13.485  m: setvar screenshot_ext = "jpg"
(7124) 02:02:13.485  m: setvar session_camera = ""
(7124) 02:02:13.485  m: setvar session_chat_off = "0"
(7124) 02:02:13.485  m: setvar shadowMapScale = "0.625"
(7124) 02:02:13.485  m: setvar shadowPCF4_enable = "1"
(7124) 02:02:13.486  m: setvar shadowTest = "1"
(7124) 02:02:13.486  m: setvar shadow_terrain = "1"
(7124) 02:02:13.486  m: setvar shadows = "1"
(7124) 02:02:13.486  m: setvar sound_background_enable = "0"
(7124) 02:02:13.486  m: setvar sound_volume = "0.121212"
(7124) 02:02:13.486  m: setvar use_badwords_filter = "0"
(7124) 02:02:13.486  m: setvar voice_volume = "0"
(7124) 02:02:13.486  m: setvar waterReflCoeff = "0.5"
(7124) 02:02:13.486  m: setvar waterrefl = "1"
(7124) 02:02:13.486  m: setvar window_pos_x = "963"
(7124) 02:02:13.486  m: setvar window_pos_y = "565"
(7124) 02:02:13.486  m: Executing "lang.cfg"
(7124) 02:02:13.486  m: setvar language = "ru-RU"
(7124) 02:02:13.486  m: Executing "social.cfg"
(7124) 02:02:13.486  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(7124) 02:02:13.486  d: Fullscreen: 1
(7124) 02:02:13.541  d: Connection with lobby established
(7124) 02:02:13.541  d: ComPtr: GetAddr
(7124) 02:02:13.552  d: ComPtr: GetAddr
(7124) 02:02:13.552  d: ComPtr: Assign 161895c INC
(7124) 02:02:13.552  d: ComPtr: Assign 161895c INC
(7124) 02:02:13.552  d: ComPtr: Free 161895c DEC
(7124) 02:02:13.552  d: ComPtr: Free 161895c DEC
(7124) 02:02:13.552  d: ComPtr: GetAddr
(7124) 02:02:13.556  d: ComPtr: Assign 1621de4 INC
(7124) 02:02:13.556  d: ComPtr: Assign 161895c INC
(7124) 02:02:13.556  d: ComPtr: Assign 1621de4 INC
(7124) 02:02:13.556  d: ComPtr: Free 161895c DEC
(7124) 02:02:13.556  d: ComPtr: Free 1621de4 DEC
(7124) 02:02:13.556  d: ComPtr: Free 1621de4 DEC
(7124) 02:02:13.589  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(7124) 02:02:13.595  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(7124) 02:02:13.598  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(7124) 02:02:13.602  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(7124) 02:02:13.605  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(7124) 02:02:13.609  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(7124) 02:02:13.627  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(7124) 02:02:13.627  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(7124) 02:02:13.725  m: Executing "game.cfg"
(7124) 02:02:13.725  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(7124) 02:02:13.725  m: Value 'use_smooth_turns' is not registered
(7124) 02:02:13.725  m: setvar use_smooth_turns = "1"
(7124) 02:02:13.725  m: setvar rdp_log_events = "3079"
(7124) 02:02:13.725  m: Executing "input.cfg"
(7124) 02:02:13.727  m: Unknown command or variable "parentWidth"
(7124) 02:02:13.727  m: Type 'help' to list available commands
(7124) 02:02:13.727  m: Executing "input.cfg"
(7124) 02:02:13.777  m: Executing "smart_chat.cfg"
(7124) 02:02:13.992  m: UDP transport login address: 92.242.35.3:35007@10
(7124) 02:02:13.992  d: Previous SO_SNDBUF=65536
(7124) 02:02:13.993  d: New SO_SNDBUF=65536
(7124) 02:02:13.993  d: Previous SO_RCVBUF=65536
(7124) 02:02:13.993  d: New SO_RCVBUF=65536
(7124) 02:02:13.993  m: Socket opened. addr=34990, sock=1672
(7124) 02:02:13.993  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35007, mux=10
(7124) 02:02:13.993  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(7048) 02:02:13.995  m: Sending INIT. descr=(92.242.35.3:35007 52822:10), seq=3967
(14200) 02:02:13.999  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(7048) 02:02:14.001  m: ACK sent. descr=(92.242.35.3:35007 52822:10), seq=3967, stage=Active_WaitingInitAck
(7048) 02:02:14.001  m: Active connection handshake completed. descr=(92.242.35.3:35007 52822:10), seq=3967
(7048) 02:02:14.021  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/1
(7124) 02:02:14.421  d: OnDeviceChanged
(7124) 02:02:14.421  d: NotifyDeviceCreate
(7124) 02:02:14.440  d: DepthFormat: INTZ
(7124) 02:02:14.444  m: setvar mipmaplodbias = "0"
(7124) 02:02:14.885  d: FMOD Init OK
(18380) 02:02:14.888  m: Recieving permitted event data
(18380) 02:02:14.888  m: Initializing CURLlib...
(18380) 02:02:14.888  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(7124) 02:02:15.011  d: Movie::SetViewport (w,h) = (1281, 1025)
(18380) 02:02:15.060  d: HTTP GET performed
(18380) 02:02:15.061  m: Recieved permitted event data. size=52
(18380) 02:02:15.061  m: Got permitted events data. size=52
(18380) 02:02:15.061  m: Got permitted events. methods=5, sessionEvents=6
(7124) 02:02:15.322  d: Failed to open file  with error 3.
(7124) 02:02:15.322  d: Cannot load ttf font: DejaVu LGC Sans
(7124) 02:02:15.366  d: Failed to open file  with error 3.
(7124) 02:02:15.366  d: Cannot load ttf font: _sans
(7124) 02:02:15.388  d: Window FlashScreen got focus
(7124) 02:02:15.389  d: Movie::SetViewport (w,h) = (1281, 1025)
(7124) 02:02:15.391  d: Movie::SetViewport (w,h) = (1821, 1025)
(7124) 02:02:15.394  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(7124) 02:02:15.394  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(7124) 02:02:15.522  d: Movie::SetViewport (w,h) = (1821, 1025)
(7124) 02:02:15.529  m: Virtual Memory Usage: 255 mb
(7124) 02:02:15.591  d: Command send: StartRender

(7124) 02:02:15.592  d: Collected 0 persistent events
(7124) 02:02:15.592  m: Connecting to lobby server...
(7124) 02:02:15.592  m: Lobby service path: 'ru1/lobby/1'
(7124) 02:02:15.592  m: Lobby service node id: 'lobby/1'
(7124) 02:02:15.609  m: LoginClient: Creating outgoing service channel. svcid=lobby/1, req_id=1
(7124) 02:02:15.610  d: GateKeeper: Generated pipeid(s= t=lobby/1 c=5599879 p=lobby/1)
(7124) 02:02:15.610  m: GateKeeper: Pipe created for service. name=lobby/1
(7124) 02:02:15.610  m: Node requested successfully(svcid=lobby/1)
(7124) 02:02:15.610  m: Query rpc interface(svcid=lobby/1 iface=lobby:entrance)
(7048) 02:02:15.641  m: LoginClient: Got svc reqest reply. svcid=lobby/1, req_id=1, code=0, addr=92.242.35.2:35010@100
(7048) 02:02:15.641  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/1, req_id=1, addr=92.242.35.2:35010@100
(7048) 02:02:15.641  m: ClientChannel: Connecting to sevice. svcid=lobby/1, addr=92.242.35.2:35010, mux=100, req_id=1
(7048) 02:02:15.641  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35010, mux=100
(7048) 02:02:15.641  m: Sending INIT. descr=(92.242.35.2:35010 64205:100), seq=5301
(7048) 02:02:15.647  m: ACK sent. descr=(92.242.35.2:35010 64205:100), seq=5301, stage=Active_WaitingInitAck
(7048) 02:02:15.647  m: Active connection handshake completed. descr=(92.242.35.2:35010 64205:100), seq=5301
(7048) 02:02:15.647  m: ClientChannel: Connection established. svcid=lobby/1, req_id=1
(7048) 02:02:15.647  m: RdpChannel: Channel connection established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(7048) 02:02:15.653  m: ClientChannel: Got service ack. svcid=lobby/1, req_id=1, code=Ok(0), state=2
(7048) 02:02:15.653  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(7124) 02:02:15.682  m: Iface received. svcid=lobby/1, iface=lobby:entrance
(7124) 02:02:15.682  m: Entered lobby, requesting instance...
(7124) 02:02:15.699  m: Got lobby instance
(7124) 02:02:16.317  m: Joining social game...
(7124) 02:02:16.332  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a1440004a74b, custom=false, gs_svcid=gamesvc/46, gs_instid=gsi00001236e714a9e9
(7124) 02:02:16.332  m:   Player info. uid=901659, sex=1, nick=[N_H]M K 8, type=1, team=0, hero=naga, bot_skin=
(7124) 02:02:16.332  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=faceless, bot_skin=
(7124) 02:02:16.332  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=0, hero=zealot, bot_skin=
(7124) 02:02:16.332  m:   Player info. uid=4608123, sex=1, nick=[I L]Just Happy, type=1, team=0, hero=mowgly, bot_skin=
(7124) 02:02:16.332  m:   Player info. uid=550459, sex=1, nick=[???]Normal116, type=1, team=0, hero=marine, bot_skin=
(7124) 02:02:16.333  m:   Player info. uid=4819793, sex=1, nick=[EBK]P-R-I-N-C, type=1, team=1, hero=invisible, bot_skin=
(7124) 02:02:16.333  m:   Player info. uid=585986, sex=1, nick=[Q4]3ish, type=1, team=1, hero=highlander, bot_skin=
(7124) 02:02:16.333  m:   Player info. uid=909098, sex=1, nick=[O_D_A]????0????, type=1, team=1, hero=vampire, bot_skin=
(7124) 02:02:16.333  m:   Player info. uid=3922989, sex=1, nick=[o3]?????-???, type=1, team=1, hero=plane, bot_skin=
(7124) 02:02:16.333  m:   Player info. uid=2450276, sex=2, nick=[GP1]skrapazrevenge1, type=1, team=1, hero=werewolf, bot_skin=
(7124) 02:02:16.333  m: Connecting to game server. svcid=gamesvc/46, instid=gsi00001236e714a9e9
(7124) 02:02:16.333  m: Got lobby operation result: Ok(0)
(7124) 02:02:16.333  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/46, req_id=2
(7124) 02:02:16.333  d: GateKeeper: Generated pipeid(s= t=gamesvc/46 c=5599879 p=gamesvc/46)
(7124) 02:02:16.333  m: GateKeeper: Pipe created for service. name=gamesvc/46
(7124) 02:02:16.333  m: Node requested successfully(svcid=gamesvc/46)
(7124) 02:02:16.333  m: Query rpc interface(svcid=gamesvc/46 iface=gsi00001236e714a9e9)
(7048) 02:02:16.351  m: LoginClient: Got svc reqest reply. svcid=gamesvc/46, req_id=2, code=0, addr=92.242.35.7:35017@100
(7048) 02:02:16.351  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/46, req_id=2, addr=92.242.35.7:35017@100
(7048) 02:02:16.351  m: ClientChannel: Connecting to sevice. svcid=gamesvc/46, addr=92.242.35.7:35017, mux=100, req_id=2
(7048) 02:02:16.351  m: Starting outgoing connection. local=34990, remote=92.242.35.7:35017, mux=100
(7048) 02:02:16.351  m: Sending INIT. descr=(92.242.35.7:35017 37296:100), seq=5813
(7048) 02:02:16.357  m: ACK sent. descr=(92.242.35.7:35017 37296:100), seq=5813, stage=Active_WaitingInitAck
(7048) 02:02:16.357  m: Active connection handshake completed. descr=(92.242.35.7:35017 37296:100), seq=5813
(7048) 02:02:16.357  m: ClientChannel: Connection established. svcid=gamesvc/46, req_id=2
(7048) 02:02:16.357  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/46, uid=5599879, remote=0.0.0.0:0
(7048) 02:02:16.363  m: ClientChannel: Got service ack. svcid=gamesvc/46, req_id=2, code=Ok(0), state=2
(7048) 02:02:16.363  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/46, uid=5599879, remote=0.0.0.0:0
(7124) 02:02:16.382  m: Iface received. svcid=gamesvc/46, iface=gsi00001236e714a9e9
(7124) 02:02:16.382  m: Connected to game service
(7124) 02:02:16.382  m: Adding client to game server...
(7124) 02:02:16.382  d: Client 5599879 : GameClient created
(7124) 02:02:16.382  d: [ResourceCollection] collect talents
(7124) 02:02:17.271  d: [ResourceCollection] collect consumables
(7124) 02:02:17.306  d: [ResourceCollection] collect marketingItems
(7124) 02:02:17.325  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(7124) 02:02:17.568  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(7124) 02:02:17.573  m: ServerNode: Starting game (sid=5b98a1440004a74b)
(7124) 02:02:17.573  m: gameclient: Player info. uid=901659, castle_lvl=40, hero_lvl=19, prating=1557.13, hrating=1482.39, party_id=1
(7124) 02:02:17.573  m: gameclient: Player info. uid=5599879, castle_lvl=36, hero_lvl=22, prating=1526.35, hrating=1472.04, party_id=1
(7124) 02:02:17.573  m: gameclient: Player info. uid=5599951, castle_lvl=27, hero_lvl=16, prating=1583.01, hrating=1275.71, party_id=1
(7124) 02:02:17.573  m: gameclient: Player info. uid=4608123, castle_lvl=33, hero_lvl=5, prating=1626.41, hrating=1407.87, party_id=1
(7124) 02:02:17.573  m: gameclient: Player info. uid=550459, castle_lvl=40, hero_lvl=25, prating=1485.34, hrating=1404.79, party_id=0
(7124) 02:02:17.573  m: gameclient: Player info. uid=4819793, castle_lvl=36, hero_lvl=25, prating=1582.55, hrating=1406.55, party_id=0
(7124) 02:02:17.573  m: gameclient: Player info. uid=585986, castle_lvl=27, hero_lvl=20, prating=1573.52, hrating=1426.12, party_id=0
(7124) 02:02:17.573  m: gameclient: Player info. uid=909098, castle_lvl=40, hero_lvl=16, prating=1438.90, hrating=1438.90, party_id=0
(7124) 02:02:17.573  m: gameclient: Player info. uid=3922989, castle_lvl=40, hero_lvl=15, prating=1658.09, hrating=1425.25, party_id=0
(7124) 02:02:17.573  m: gameclient: Player info. uid=2450276, castle_lvl=38, hero_lvl=22, prating=1648.41, hrating=1477.20, party_id=0
(7124) 02:02:17.573  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(7124) 02:02:17.752  d:  AddUser: 2745258645 naga
(7124) 02:02:17.757  d:  AddUser: 1932001038 faceless
(7124) 02:02:17.789  d:  AddUser: 880060159 invisible
(7124) 02:02:17.819  d:  AddUser: 1039341398 zealot
(7124) 02:02:17.822  d:  AddUser: 1160508680 mowgly
(7124) 02:02:17.825  d:  AddUser: 3781994652 marine
(7124) 02:02:17.851  d:  AddUser: 1523535311 highlander
(7124) 02:02:17.865  d:  AddUser: 3157691388 vampire
(7124) 02:02:17.869  d:  AddUser: 3249745280 plane
(7124) 02:02:17.874  d:  AddUser: 3590030507 werewolf
